Time,Altitude,Velocity,Mass,Thrust,Phase
375.0,54830.02389711745,135.81334977298368,24372.5,600000,Landing Burn
375.5,54901.05311942364,142.0584446123885,24370.0,600000,Landing Burn
376.0,54975.15094254372,148.19564624015976,24367.5,600000,Landing Burn
376.5,55052.261963103614,154.22204111978633,24365.0,600000,Landing Burn
377.0,55132.329473595026,160.13502098281924,24362.5,600000,Landing Burn
377.5,55215.29561413883,165.9322810875996,24360.0,600000,Landing Burn
378.0,55301.10152263378,171.61181698989873,24357.5,600000,Landing Burn
378.5,55389.68748259465,177.1719199217496,24355.0,600000,Landing Burn
379.0,55480.9930680359,182.6111708825005,24352.5,600000,Landing Burn
379.5,55574.95728481196,187.928433552115,24350.0,600000,Landing Burn
380.0,55671.51870788246,193.12284614101355,24347.5,600000,Landing Burn
380.5,55770.61561402914,198.19381229336662,24345.0,600000,Landing Burn
381.0,55872.18610961004,203.1409911617976,24342.5,600000,Landing Burn
381.5,55976.168252995565,207.96428677104623,24340.0,600000,Landing Burn
382.0,56082.50017138877,212.66383678640506,24337.5,600000,Landing Burn
382.5,56191.12017178867,217.24000079981155,24335.0,600000,Landing Burn
383.0,56301.96684590993,221.69334824250262,24332.5,600000,Landing Burn
383.5,56414.97916892406,226.0246460282655,24330.0,600000,Landing Burn
384.0,56530.09659193691,230.2348460256993,24327.5,600000,Landing Burn
384.5,56647.259128162754,234.32507245168406,24325.0,600000,Landing Burn
385.0,56766.40743279854,238.2966092715776,24322.5,600000,Landing Burn
385.5,56887.482876640875,242.1508876846645,24320.0,600000,Landing Burn
386.0,57010.42761352397,245.88947376618552,24317.5,600000,Landing Burn
386.5,57135.18464168897,249.5140563300007,24315.0,600000,Landing Burn
387.0,57261.697859223306,253.02643506868273,24312.5,600000,Landing Burn
387.5,57389.912113733655,256.4285090206946,24310.0,600000,Landing Burn
388.0,57519.77324643733,259.7222654073536,24307.5,600000,Landing Burn
388.5,57651.228130875126,262.9097688755886,24305.0,600000,Landing Burn
389.0,57784.22470646319,265.99315117611764,24302.5,600000,Landing Burn
389.5,57918.712007113514,268.97460130064513,24300.0,600000,Landing Burn
390.0,58054.64018516154,271.8563560960448,24297.5,600000,Landing Burn
390.5,58191.960530845674,274.6406913682678,24295.0,600000,Landing Burn
391.0,58330.62548758763,277.3299134839208,24292.5,600000,Landing Burn
391.5,58470.58866332418,279.9263514730932,24290.0,600000,Landing Burn
392.0,58611.80483814072,282.43234963308333,24287.5,600000,Landing Burn
392.5,58754.22996845531,284.85026062916677,24285.0,600000,Landing Burn
393.0,58897.82118799804,287.1824390854609,24282.5,600000,Landing Burn
393.5,59042.53680582616,289.4312356562492,24280.0,600000,Landing Burn
394.0,59188.336301609066,291.5989915658177,24277.5,600000,Landing Burn
394.5,59335.180318410516,293.6880336029046,24275.0,600000,Landing Burn
395.0,59483.03065318764,295.70066955424926,24272.5,600000,Landing Burn
395.5,59631.85024521785,297.6391840604204,24270.0,600000,Landing Burn
396.0,59781.6031626559,299.50583487608856,24267.5,600000,Landing Burn
396.5,59932.25458741397,301.30284951614686,24265.0,600000,Landing Burn
397.0,60083.770798548256,303.03242226856685,24262.5,600000,Landing Burn
397.5,60236.11915432554,304.69671155456405,24260.0,600000,Landing Burn
398.0,60389.268073133804,306.29783761652806,24257.5,600000,Landing Burn
398.5,60543.18701339091,307.837880514215,24255.0,600000,Landing Burn
399.0,60697.846452595855,309.31887840988765,24252.5,600000,Landing Burn
399.5,60853.217865657556,310.7428261234007,24250.0,600000,Landing Burn
400.0,61009.27370262688,312.11167393864457,24247.5,600000,Landing Burn
400.5,61165.98736594852,313.4273266432657,24245.0,600000,Landing Burn
401.0,61323.3331873406,314.6916427841575,24242.5,600000,Landing Burn
401.5,61481.28640440152,315.9064341218504,24240.0,600000,Landing Burn
402.0,61639.823137035324,317.07346526760693,24237.5,600000,Landing Burn
402.5,61798.920363779194,318.19445348774155,24235.0,600000,Landing Burn
403.0,61958.5558981094,319.27106866041566,24232.5,600000,Landing Burn
403.5,62118.70836479485,320.30493337090957,24230.0,600000,Landing Burn
404.0,62279.357176360914,321.2976231321232,24227.5,600000,Landing Burn
404.5,62440.48250971982,322.2506667178119,24225.0,600000,Landing Burn
405.0,62602.06528301822,323.16554659680617,24222.5,600000,Landing Burn
405.5,62764.08713274682,324.0436994571976,24220.0,600000,Landing Burn
406.0,62926.530391151915,324.88651681018916,24217.5,600000,Landing Burn
406.5,63089.37806398392,325.6953456640038,24215.0,600000,Landing Burn
407.0,63252.61380861338,326.47148925891844,24212.5,600000,Landing Burn
407.5,63416.22191254095,327.21620785513954,24210.0,600000,Landing Burn
408.0,63580.18727232388,327.9307195658585,24207.5,600000,Landing Burn
408.5,63744.49537293809,328.6162012284191,24205.0,600000,Landing Burn
409.0,63909.13226759164,329.27378930709597,24202.5,600000,Landing Burn
409.5,64074.084558002396,329.9045808215211,24200.0,600000,Landing Burn
410.0,64239.33937515005,330.5096342953019,24197.5,600000,Landing Burn
410.5,64404.884360509976,331.08997071985675,24195.0,600000,Landing Burn
411.0,64570.70764777445,331.64657452894375,24192.5,600000,Landing Burn
411.5,64736.79784506434,332.18039457978296,24190.0,600000,Landing Burn
412.0,64903.144017632876,332.69234513706925,24187.5,600000,Landing Burn
412.5,65069.73567106115,333.18330685654297,24185.0,600000,Landing Burn
413.0,65236.56273494371,333.6541277651315,24182.5,600000,Landing Burn
413.5,65403.61554706121,334.105624234995,24180.0,600000,Landing Burn
414.0,65570.88483803577,334.5385819491088,24177.5,600000,Landing Burn
414.5,65738.36171646391,334.9537568562881,24175.0,600000,Landing Burn
415.0,65906.03765452083,335.3518761138179,24172.5,600000,Landing Burn
415.5,66073.90447402887,335.73363901608315,24170.0,600000,Landing Burn
416.0,66241.95433298277,336.0997179078109,24167.5,600000,Landing Burn
416.5,66410.17971252314,336.4507590807345,24165.0,600000,Landing Burn
417.0,66578.57340434947,336.78738365266946,24162.5,600000,Landing Burn
417.5,66747.12849856356,337.1101884281572,24160.0,600000,Landing Burn
418.0,66915.83837193355,337.4197467399829,24157.5,600000,Landing Burn
418.5,67084.69667656906,337.7166092710115,24155.0,600000,Landing Burn
419.0,67253.69732899702,338.0013048559086,24152.5,600000,Landing Burn
419.5,67422.83449962824,338.27434126242633,24150.0,600000,Landing Burn
420.0,67592.10260260425,338.5362059520357,24147.5,600000,Landing Burn
420.5,67761.49628601414,338.7873668197762,24145.0,600000,Landing Burn
421.0,67931.01042247078,339.0282729132774,24142.5,600000,Landing Burn
421.5,68100.64010003627,339.2593551309778,24140.0,600000,Landing Burn
422.0,68270.38061348608,339.4810268996314,24137.5,600000,Landing Burn
422.5,68440.22745590171,339.6936848312516,24135.0,600000,Landing Burn
423.0,68610.17631058155,339.8977093596887,24132.5,600000,Landing Burn
423.5,68780.22304326009,340.0934653570856,24130.0,600000,Landing Burn
424.0,68950.36369462534,340.2813027304914,24127.5,600000,Landing Burn
424.5,69120.59447312482,340.46155699894797,24125.0,600000,Landing Burn
425.0,69290.91174805051,340.63454985139197,24122.5,600000,Landing Burn
425.5,69461.31204289338,340.80058968573934,24120.0,600000,Landing Burn
426.0,69631.79202895815,340.95997212953955,24117.5,600000,Landing Burn
426.5,69802.34851922946,341.1129805426029,24115.0,600000,Landing Burn
427.0,69972.97846248047,341.2598865020184,24112.5,600000,Landing Burn
427.5,70143.67893761546,341.40095026998995,24110.0,600000,Landing Burn
428.0,70314.44714823793,341.536421244926,24107.5,600000,Landing Burn
428.5,70485.28041743604,341.6665383962238,24105.0,600000,Landing Burn
429.0,70656.17618277764,341.79153068319323,24102.5,600000,Landing Burn
429.5,70827.13199150692,341.911617458565,24100.0,600000,Landing Burn
430.0,70998.14549593543,342.0270088570304,24097.5,600000,Landing Burn
430.5,71169.21444902006,342.1379061692559,24095.0,600000,Landing Burn
431.0,71340.33670012097,342.2445022018142,24092.5,600000,Landing Burn
431.5,71511.5101909327,342.346981623469,24090.0,600000,Landing Burn
432.0,71682.73295158183,342.44552129824547,24087.5,600000,Landing Burn
432.5,71854.00309688468,342.54029060571287,24085.0,600000,Landing Burn
433.0,72025.31882275913,342.63145174889837,24082.5,600000,Landing Burn
433.5,72196.67840278425,342.71916005024485,24080.0,600000,Landing Burn
434.0,72368.08018490225,342.8035642360166,24077.5,600000,Landing Burn
434.5,72539.52258825702,342.8848067095488,24075.0,600000,Landing Burn
435.0,72711.00410016389,342.96302381372846,24072.5,600000,Landing Burn
435.5,72882.52327320543,343.0383460830849,24070.0,600000,Landing Burn
436.0,73054.07872244836,343.1108984858587,24067.5,600000,Landing Burn
436.5,73225.66912277657,343.18080065640913,24065.0,600000,Landing Burn
437.0,73397.29320633573,343.2481671183098,24062.5,600000,Landing Burn
437.5,73568.94976008497,343.31310749847364,24060.0,600000,Landing Burn
438.0,73740.63762345129,343.37572673263736,24057.5,600000,Landing Burn
438.5,73912.35568608255,343.43612526252775,24055.0,600000,Landing Burn
439.0,74084.10288569506,343.49439922502046,24052.5,600000,Landing Burn
439.5,74255.87820601185,343.55064063359424,24050.0,600000,Landing Burn
440.0,74427.68067478805,343.604937552373,24047.5,600000,Landing Burn
440.5,74599.50936191957,343.6573742630392,24045.0,600000,Landing Burn
441.0,74771.36337763202,343.7080314248933,24042.5,600000,Landing Burn
441.5,74943.24187074618,343.7569862283237,24040.0,600000,Landing Burn
442.0,75115.14402701714,343.80431254194394,24037.5,600000,Landing Burn
442.5,75287.06906754397,343.85008105364506,24035.0,600000,Landing Burn
443.0,75459.01624724687,343.89435940580165,24032.5,600000,Landing Burn
443.5,75630.9848534093,343.9372123248628,24030.0,600000,Landing Burn
444.0,75802.97420428207,343.9787017455504,24027.5,600000,Landing Burn
444.5,75974.98364774701,344.01888692987933,24025.0,600000,Landing Burn
445.0,76147.01256003762,344.0578245812071,24022.5,600000,Landing Burn
445.5,76319.06034451438,344.09556895351164,24020.0,600000,Landing Burn
446.0,76491.12643049243,344.13217195608945,24017.5,600000,Landing Burn
446.5,76663.21027211935,344.1676832538599,24015.0,600000,Landing Burn
447.0,76835.31134730107,344.2021503634527,24012.5,600000,Landing Burn
447.5,77007.4291566737,344.2356187452507,24010.0,600000,Landing Burn
448.0,77179.56322261947,344.26813189155257,24007.5,600000,Landing Burn
448.5,77351.71308832498,344.2997314110141,24005.0,600000,Landing Burn
449.0,77523.87831687974,344.33045710952075,24002.5,600000,Landing Burn
449.5,77696.05849041356,344.360347067638,24000.0,600000,Landing Burn
450.0,77868.25320927094,344.38943771478034,23997.5,600000,Landing Burn
450.5,78040.46209122107,344.41776390023506,23995.0,600000,Landing Burn
451.0,78212.68477070166,344.4453589611698,23992.5,600000,Landing Burn
451.5,78384.92089809553,344.4722547877503,23990.0,600000,Landing Burn
452.0,78557.17013903828,344.49848188548725,23987.5,600000,Landing Burn
452.5,78729.43217375575,344.52406943492855,23985.0,600000,Landing Burn
453.0,78901.70669643015,344.54904534880677,23982.5,600000,Landing Burn
453.5,79073.99341459353,344.5734363267491,23980.0,600000,Landing Burn
454.0,79246.29204854734,344.5972679076509,23977.5,600000,Landing Burn
454.5,79418.60233080725,344.62056451981147,23975.0,600000,Landing Burn
455.0,79590.92400557171,344.6433495289255,23972.5,600000,Landing Burn
455.5,79763.25682821372,344.66564528402074,23970.0,600000,Landing Burn
456.0,79935.60056479444,344.6874731614281,23967.5,600000,Landing Burn
456.5,80107.95499159787,344.7088536068671,23965.0,600000,Landing Burn
457.0,80280.31989468573,344.72980617572654,23962.5,600000,Landing Burn
457.5,80452.69506947153,344.75034957161625,23960.0,600000,Landing Burn
458.0,80625.08032031317,344.7705016832635,23957.5,600000,Landing Burn
458.5,80797.47546012308,344.79027961982365,23955.0,600000,Landing Burn
459.0,80969.88030999542,344.80969974467297,23952.5,600000,Landing Burn
459.5,81142.29469884929,344.8287777077476,23950.0,600000,Landing Burn
460.0,81314.71846308754,344.84752847649037,23947.5,600000,Landing Burn
460.5,81487.15144627028,344.86596636546517,23945.0,600000,Landing Burn
461.0,81659.59349880263,344.884105064695,23942.5,600000,Landing Burn
461.5,81832.04447763602,344.9019576667788,23940.0,600000,Landing Burn
462.0,82004.50424598245,344.91953669283816,23937.5,600000,Landing Burn
462.5,82176.97267304112,344.9368541173451,23935.0,600000,Landing Burn
463.0,82349.44963373707,344.9539213918775,23932.5,600000,Landing Burn
463.5,82521.93500847099,344.9707494678489,23930.0,600000,Landing Burn
464.0,82694.42868288011,344.9873488182563,23927.5,600000,Landing Burn
464.5,82866.93054760936,345.00372945848744,23925.0,600000,Landing Burn
465.0,83039.44049809247,345.0199009662291,23922.5,600000,Landing Burn
465.5,83211.95843434273,345.03587250051356,23920.0,600000,Landing Burn
466.0,83384.4842607527,345.0516528199412,23917.5,600000,Landing Burn
466.5,83557.01788590275,345.06725030011404,23915.0,600000,Landing Burn
467.0,83729.55922237791,345.08267295031476,23912.5,600000,Landing Burn
467.5,83902.10818659264,345.09792842946246,23910.0,600000,Landing Burn
468.0,84074.66469862332,345.1130240613777,23907.5,600000,Landing Burn
468.5,84247.22868204802,345.1279668493853,23905.0,600000,Landing Burn
469.0,84419.80006379317,345.14276349028427,23902.5,600000,Landing Burn
469.5,84592.37877398703,345.15742038771157,23900.0,600000,Landing Burn
470.0,84764.9647458195,345.1719436649262,23897.5,600000,Landing Burn
470.5,84937.55791540802,345.1863391770382,23895.0,600000,Landing Burn
471.0,85110.15822166938,345.200612522707,23892.5,600000,Landing Burn
471.5,85282.76560619705,345.21476905533154,23890.0,600000,Landing Burn
472.0,85455.38001314392,345.2288138937546,23887.5,600000,Landing Burn
472.5,85628.00138911017,345.2427519325014,23885.0,600000,Landing Burn
473.0,85800.62968303595,345.256587851574,23882.5,600000,Landing Burn
473.5,85973.26484609886,345.27032612581945,23880.0,600000,Landing Burn
474.0,86145.90683161581,345.28397103389045,23877.5,600000,Landing Burn
474.5,86318.55559494921,345.29752666681674,23875.0,600000,Landing Burn
475.0,86491.21109341731,345.3109969362031,23872.5,600000,Landing Burn
475.5,86663.87328620834,345.32438558207093,23870.0,600000,Landing Burn
476.0,86836.54213429852,345.3376961803584,23867.5,600000,Landing Burn
476.5,87009.21760037357,345.350932150094,23865.0,600000,Landing Burn
477.0,87181.8996487537,345.36409676025795,23862.5,600000,Landing Burn
477.5,87354.58824532187,345.3771931363444,23860.0,600000,Landing Burn
478.0,87527.28335745519,345.390224266638,23857.5,600000,Landing Burn
478.5,87699.9849539593,345.40319300821693,23855.0,600000,Landing Burn
479.0,87872.69300500564,345.41610209269436,23852.5,600000,Landing Burn
479.5,88045.40748207149,345.42895413170936,23850.0,600000,Landing Burn
480.0,88218.12835788258,345.4417516221787,23847.5,600000,Landing Burn
480.5,88390.85560635824,345.45449695131936,23845.0,600000,Landing Burn
481.0,88563.58920255896,345.4671924014523,23842.5,600000,Landing Burn
481.5,88736.32912263625,345.47984015459616,23840.0,600000,Landing Burn
482.0,88909.07534378467,345.492442296861,23837.5,600000,Landing Burn
482.5,89081.827844196,345.5050008226499,23835.0,600000,Landing Burn
483.0,89254.58660301534,345.51751763867736,23832.5,600000,Landing Burn
483.5,89427.35160029924,345.52999456781237,23830.0,600000,Landing Burn
484.0,89600.12281697562,345.5424333527531,23827.5,600000,Landing Burn
484.5,89772.90023480539,345.5548356595418,23825.0,600000,Landing Burn
485.0,89945.68383634585,345.56720308092565,23822.5,600000,Landing Burn
485.5,90118.47360491563,345.57953713957096,23820.0,600000,Landing Burn
486.0,90291.2695245612,345.59183929113686,23817.5,600000,Landing Burn
486.5,90464.0715800248,345.6041109272147,23815.0,600000,Landing Burn
487.0,90636.87975671387,345.61635337813885,23812.5,600000,Landing Burn
487.5,90809.6940406717,345.62856791567464,23810.0,600000,Landing Burn
488.0,90982.5144185495,345.6407557555888,23807.5,600000,Landing Burn
488.5,91155.34087757955,345.6529180601076,23805.0,600000,Landing Burn
489.0,91328.17340554969,345.6650559402668,23802.5,600000,Landing Burn
489.5,91501.01199077877,345.6771704581599,23800.0,600000,Landing Burn
490.0,91673.85662209331,345.68926262908684,23797.5,600000,Landing Burn
490.5,91846.70728880512,345.7013334236096,23795.0,600000,Landing Burn
491.0,92019.56398068988,345.71338376951707,23792.5,600000,Landing Burn
491.5,92192.42668796674,345.72541455370447,23790.0,600000,Landing Burn
492.0,92365.29540127872,345.73742662397007,23787.5,600000,Landing Burn
492.5,92538.17011167409,345.7494207907335,23785.0,600000,Landing Burn
493.0,92711.05081058842,345.7613978286786,23782.5,600000,Landing Burn
493.5,92883.93748982759,345.77335847832427,23780.0,600000,Landing Burn
494.0,93056.83014155136,345.78530344752687,23777.5,600000,Landing Burn
494.5,93229.72875825781,345.7972334129161,23775.0,600000,Landing Burn
495.0,93402.63333276846,345.80914902126875,23772.5,600000,Landing Burn
495.5,93575.54385821386,345.8210508908214,23770.0,600000,Landing Burn
496.0,93748.46032802013,345.83293961252633,23767.5,600000,Landing Burn
496.5,93921.38273589575,345.8448157512517,23765.0,600000,Landing Burn
497.0,94094.31107581922,345.85667984692964,23762.5,600000,Landing Burn
497.5,94267.24534202705,345.86853241565353,23760.0,600000,Landing Burn
498.0,94440.18552900241,345.8803739507275,23757.5,600000,Landing Burn
498.5,94613.13163146425,345.8922049236697,23755.0,600000,Landing Burn
499.0,94786.08364435683,345.9040257851713,23752.5,600000,Landing Burn
499.5,94959.04156283983,345.91583696601407,23750.0,600000,Landing Burn
500.0,95132.0053822788,345.92763887794695,23747.5,600000,Landing Burn
